Seller_ID;Seller_Name;Seller_Postal_Code;Seller_City;Country_Code;Seller_Country
b2479f944e1b90cf8a5de1bbfde284d6;StratosConcepts;DE-6110;Halle (Saale);DE;Germany
731ef20c231d9a7103a425e83fd91271;AlphaGlobal;CH-6503;Bellinzona;CH;Switzerland
3296662b1331dea51e744505065ae889;MetaGlobal;DE-18061;Rostock;DE;Germany
411f3b52d857390502ee4e4d5ceabc2d;TurboDynamics;DE-42657;Solingen;DE;Germany
4e7c18b98d84e05cbae3ff0ff03846c2;GlobalGroup;DE-23552;Lübeck;DE;Germany
b56906f7fd1696e043f1bcce164c487b;NovaData;DE-55118;Mainz;DE;Germany
669ae81880e08f269a64487cfb287169;FlareLogistics;CH-3102;Köniz;CH;Switzerland
1996942dc085d7773ba77a529b163cd0;HyperXStratagems;DE-46047;Oberhausen;DE;Germany
cda598c48d7c614bc1cad7d8ff6f0010;NextGenSynergies;DE-6110;Halle (Saale);DE;Germany
709e16e2b25c7474d980076c6bfc4806;NextGenGrowth;DE-46053;Oberhausen;DE;Germany
422be4cc81a457fdb46f47edeb968ae5;AccelSynergies;DE-6112;Halle (Saale);DE;Germany
8bb48dc19fccaa8613b6229bf7f452a2;SmartGroup;DE-67067;Ludwigshafen am Rhein;DE;Germany
ad87df7699e83b8a91822a4a0b765c3a;TechPartners;DE-39112;Magdeburg;DE;Germany
d6b664fa0667064c6d76394e7848d790;IgniteData;DE-99085;Erfurt;DE;Germany
62760d278921b5f352461620d68a9cee;QuantumSynergies;DE-34119;Kassel;DE;Germany
eb72802c83dc7547529c9546d1a9b8ef;IgniteThinkers;DE-55116;Mainz;DE;Germany
392f7f2c797e4dc077e4311bde2ab8ce;AccelPartners;TR-59040;Tekirdag;TR;Turkey
0c8380b62e38e8a1e6adbeba7eb9688c;PrimeHub;NL-5913;Venlo;NL;Netherlands
87d73636a3acf123e842bb890a4db036;SynergyWorks;DE-14473;Potsdam;DE;Germany
3d3ccf2b2f8134b10dce9dd446f0e075;SecureEdge;DE-6116;Halle (Saale);DE;Germany
f9eda05b67bef472deaddbba84aca289;GlobalVentures;CH-3101;Köniz;CH;Switzerland
b9a03475e6447e631b6799ec8274800f;FusionDynamics;AT-6802;Feldkirch;AT;Austria
ad75519a07f039025e83795a4418470f;CoreEnterprises;IT-57121;Livorno;IT;Italy
f0837c8d71434931d9e38e7b79234797;NeuroEdge;BE-7714;Mouscron;BE;Belgium
d73cbd89533ce8b041a9190241453ac8;QuantumCommerce;NL-7413;Deventer;NL;Netherlands
26e13b6ff5b641b329e5524241ee2c93;OmniLabs;DE-39110;Magdeburg;DE;Germany
f22a247b79dd22ecd91dc8e3b2a1b07c;AlphaCorp;DE-45475;Mülheim an der Ruhr;DE;Germany
889009a0ed0bb52c87819941192931b8;TurboWorks;DE-6110;Halle (Saale);DE;Germany
7b98de631987e26dd6d803490c43a13c;NextIndustries;AT-2500;Baden bei Wien;AT;Austria
f9a02f1922d1de564392e656d82b3fda;NextGenSystems;DE-55124;Mainz;DE;Germany
95ec4458365c4d11f452ccf538377619;FlareLabsX;DE-79099;Freiburg im Breisgau;DE;Germany
623ad9d0c1e14bb5464a8c72bff7b4af;FuturePartners;NL-3315;Dordrecht;NL;Netherlands
48b6c3f4c6a93171da04b75313f2130f;NeuroGroup;DE-47801;Krefeld;DE;Germany
1e9d5a33694bddb76316fd1f54734d20;OmniSynergies;DK-7102;Vejle;DK;Denmark
5e49e3a44bdeb5aab2684258bbd4f525;DeepBlueprints;CH-3101;Köniz;CH;Switzerland
aaed1309374718fdd995ee4c58c9dfcd;BlueVentures;CH-6506;Bellinzona;CH;Switzerland
d1c7fa84e48cfa21a0e595167c1c500e;CyberEdge;BE-7713;Mouscron;BE;Belgium
e88165a185134e13fdfc85d4fa654db8;DynamicLabs;DE-26123;Oldenburg;DE;Germany
9e6229250fedbe05838fef417b74e7fb;TechThinkers;DE-45470;Mülheim an der Ruhr;DE;Germany
caa9bc43a9fe8cf9c564ddd8a03cc4a6;MetaBlueprints;DE-49082;Osnabrück;DE;Germany
615005a3ef192c00c6f0e977cee3d2bc;VisionaryHub;DE-6112;Halle (Saale);DE;Germany
1284de4ae8aa26997e748c851557cf0e;BetaLogistics;DE-58091;Hagen;DE;Germany
7178f9f4dd81dcef02f62acdf8151e01;HorizonNetwork;CH-6500;Bellinzona;CH;Switzerland
3f995f07c49d0d55a99d5c54957f7d81;AccelSolutionsPro;DE-6114;Halle (Saale);DE;Germany
a6bd7d1ccdac48c6b33b28596b7eb122;SmartGrowth;SK-1002;Žilina;SK;Slovakia
3db66a856d18a9cba7c9241fc5221c50;GenesisThinkers;NL-5913;Venlo;NL;Netherlands
8b181ee5518df84f18f4e1a43fe07923;OmniCorp;DE-58095;Hagen;DE;Germany
10ff823eda2b032e2c93d17a7d294736;CyberTechies;DE-26122;Oldenburg;DE;Germany
b4a476fbd28de64b1e347abf9089366a;SecureGlobal;DE-39108;Magdeburg;DE;Germany
657969cca82e884d272385ec0ef06edd;FutureThinkers;BE-3602;Genk;BE;Belgium
d6b1ce66b035a475f00c017792ff9769;AlphaHub;DE-34119;Kassel;DE;Germany
fe4cd9461203cee790d36792420b310f;StratosLabsX;NL-5915;Venlo;NL;Netherlands
c3aad7dc65449ae90a5e9c3c6c1e78e0;BetaGrowth;DE-45473;Mülheim an der Ruhr;DE;Germany
ececbfcff9804a2d6b40f589df8eef2b;SynergySolutionsPro;DE-39110;Magdeburg;DE;Germany
a254c682cc01e119f83530446f1df9a9;TechHub;DE-23560;Lübeck;DE;Germany
1b4c3a6f53068f0b6944d2d005c9fc89;SwiftLabsX;CH-3603;Thun;CH;Switzerland
b92e3c8f9738272ff7c59e111e108d7c;CyberPioneers;NL-8911;Leeuwarden;NL;Netherlands
71593c7413973a1e160057b80d4958f6;SynergyConcepts;DE-26123;Oldenburg;DE;Germany
1dc2de47ee26a0a5b12dc14fd6dc0dea;GreenAI;DE-6110;Halle (Saale);DE;Germany
f88adb15807168d3c43d71021090ce4a;InnovaAI;DE-66119;Saarbrücken;DE;Germany
fa8d335d68129e464e60c1826a683e96;EliteData;BE-9120;Beveren;BE;Belgium
50bf89f1349bc0409a268c3a49678009;NextGenAI;DE-39110;Magdeburg;DE;Germany
50c9975695009e5e6473912e83a6d1da;QuantumGroup;NL-3314;Dordrecht;NL;Netherlands
7aa4334be125fcdd2ba64b3180029f14;ElevateInnovators;DE-79099;Freiburg im Breisgau;DE;Germany
3d700782d7818f2c1e0d7a9e9d75fc00;CyberConsulting;DE-51373;Leverkusen;DE;Germany
a3e9a2c700480d9bb01fba070ba80a0e;NovaLogistics;DE-6112;Halle (Saale);DE;Germany
c3f5668699a1b04c0fa61ecea1e2bff6;CyberSolutions;AT-6801;Feldkirch;AT;Austria
7142540dd4c91e2237acb7e911c4eba2;QuantumIndustries;DE-6108;Halle (Saale);DE;Germany
744dac408745240a2c2528fb1b6028f3;EliteTransform;AT-4402;Steyr;AT;Austria
9b013e03b2ab786505a1d3b5c0756754;NextGenSolutions;DE-42659;Solingen;DE;Germany
5444b12c82f21c923f2639ebc722c1ea;ElevateLabsX;DE-59063;Hamm;DE;Germany
1cbd50a8c52e6cf8e315c5709fab386f;FutureSolutionsPro;AT-6901;Bregenz;AT;Austria
f626e15b7314c267e4429010866f70e9;EliteGrowth;DE-59063;Hamm;DE;Germany
3c010235b7345c92f125d14ee232a76b;StratosNetwork;AT-9404;Wolfsberg;AT;Austria
081acf3de680d554796c9cf041be7bc2;NeuroBlueprints;NL-7811;Emmen;NL;Netherlands
57a834594e1e9e9219603bfec184eadc;JupiterInnovations;BE-3604;Genk;BE;Belgium
6d803cb79cc31c41c4c789a75933b3c7;TurboStratagems;DE-18069;Rostock;DE;Germany
f97e2b0650c2068227e1d366140eb62f;AlphaStratagems;DE-34123;Kassel;DE;Germany
ec80e49e69745ab6c14f984bf2149423;AlphaIndustries;DE-79101;Freiburg im Breisgau;DE;Germany
f8f35af4634605e6693c17cc3ffff5a8;JupiterCreators;NL-1815;Alkmaar;NL;Netherlands
004c9cd9d87a3c30c522c48c4fc07416;HyperBuilders;DE-6110;Halle (Saale);DE;Germany
6b89abe95848c850399130d149a39b63;FlareSolutionsPro;IT-57122;Livorno;IT;Italy
c731d18cea9bf687ffee82a241c25b11;DataIndustries;CH-3099;Köniz;CH;Switzerland
5194c22ed1f616ec0c0f33c571542879;SynergyGroup;NL-8014;Zwolle;NL;Netherlands
a7c53f6b3b61adbdaa99dda97e8cbd56;BlueStratagems;DE-39110;Magdeburg;DE;Germany
011b0eaba87386a2ae96a7d32bb531d1;SmartSolutions;DE-79100;Freiburg im Breisgau;DE;Germany
43753b27d77860f1654aa72e251a7878;BlueSystems;GB-NG5;Nottingham;GB;United Kingdom
822b63912576852aea9a8436d72317b7;EcoVentures;DE-14469;Potsdam;DE;Germany
a3fa18b3f688ec0fca3eb8bfcbd2d5b3;BrightTech;DE-67067;Ludwigshafen am Rhein;DE;Germany
34a557286ead8fe75c989e0afcf7d98c;InnovaSystems;DE-39112;Magdeburg;DE;Germany
c716e0b86ed568878475b60fbb6323ad;FusionCommerce;DE-99084;Erfurt;DE;Germany
455c5640e8c5bd1b2ee85c0158f85727;NeuroHub;CH-8201;Schaffhausen;CH;Switzerland
cac4e0bc1a3269fa2b6ea5e763f6115b;CoreTransform;CH-3603;Thun;CH;Switzerland
7238f877570096ae403c51898fa64566;InnovaInnovators;DE-59067;Hamm;DE;Germany
1fdc574883ef3b33ad41562d93f3a74a;IgniteCorp;DE-79101;Freiburg im Breisgau;DE;Germany
9a03a4e9eb0b947652fae4f6121a3f5e;InnovaTransform;DE-18059;Rostock;DE;Germany
3df020b72d3d44b3af9d110fa3940b65;SmartEdge;DE-34121;Kassel;DE;Germany
c611f4ce9ce875bcc063fa97fd4d7d12;CoreSolutionsPro;DE-23560;Lübeck;DE;Germany
0f0c984a4a955310903b6b6008660bad;GenesisAI;DE-39106;Magdeburg;DE;Germany
751bdc4d83a466c7206cd42e8f426b03;NeuroData;DE-42659;Solingen;DE;Germany
039b29ff3b3473435d0cd59040575de9;FusionBuilders;DE-42653;Solingen;DE;Germany
4221a7df464f1fe2955934e30ff3a5a1;NovaDynamics;GB-NG3;Nottingham;GB;United Kingdom
34675b28b826facfde119785bf287dc1;VisionInnovations;AT-2503;Baden bei Wien;AT;Austria
5a93f3ab0ef4c84ed5e1b5dbf23978bc;GreenFutures;DE-14469;Potsdam;DE;Germany
5f57db27027655e6c6a391601daa0258;BetaSolutions;CZ-76001;Zlín;CZ;Czechia
1fe5540d7c1c37a595fefbacd5570d9e;StratosFutures;FR-57070;Metz;FR;France
d3f39f05462b79a4562d35893a28f159;EliteConsulting;DE-45473;Mülheim an der Ruhr;DE;Germany
528ce32f560edd11add4169f6a5b65be;SmartVentures;DE-26127;Oldenburg;DE;Germany
b86a47b3366e3b5424a7b225781f4908;DynamicGrowth;NL-2673;Westland;NL;Netherlands
0176f73cc1195f367f7b32db1e5b3aa8;VisionVentures;DE-6110;Halle (Saale);DE;Germany
01cf7e3d21494c41fb86034f2e714fa1;NovaTech;AT-3402;Klosterneuburg;AT;Austria
c8771b1a10bb99bb34d3c459c5cffb53;SecureTech;DE-49074;Osnabrück;DE;Germany
c8c1bea22194a4eefa2dc9a9fa89f536;BrightBlueprints;CH-3604;Thun;CH;Switzerland
fa1a9dec3a9940c072684a46728bf1fc;MetaPioneers;CH-3101;Köniz;CH;Switzerland
cb8bcce248bb1fb274ba762d8b971456;TechSynergies;NL-8013;Zwolle;NL;Netherlands
972d0f9cf61b499a4812cf0bfa3ad3c4;NextConsulting;CH-3601;Thun;CH;Switzerland
8c91bfea4263b8fba54081460693e2a1;NextEdge;BE-3600;Genk;BE;Belgium
cfb1a033743668a192316f3c6d1d2671;GenesisEnterprises;DE-6116;Halle (Saale);DE;Germany
adcf50477d6a1f5d91bb9d54c4903cb5;TechConcepts;NL-3312;Dordrecht;NL;Netherlands
8476243f92442881ddd5b578975cf115;HorizonConsulting;BE-3603;Genk;BE;Belgium
714b9a1332840f257b49f476bea4e341;NextGenCorp;DE-14467;Potsdam;DE;Germany
f326006815956455b2859abd58fe7e39;NextGenTech;DE-39108;Magdeburg;DE;Germany
fa7ad8ae9bcb2c4493fdf38e96b1d74f;EliteGroup;DE-58095;Hagen;DE;Germany
d1ef48b38baca7e831711c4a0aeb398f;SynergyStratagems;AT-6804;Feldkirch;AT;Austria
f18112da765e0971ca5d510dec322bdd;NovaSystems;CH-3600;Thun;CH;Switzerland
259f7b5e6e482c230e5bfaa670b6bb8f;AlphaSolutionsPro;DE-49082;Osnabrück;DE;Germany
26b482dccfa29bd2e40703ba45523702;EliteDynamics;DE-46045;Oberhausen;DE;Germany
2ba91c7ad80ff88b23b7db823b43c233;HyperXInnovations;DE-6108;Halle (Saale);DE;Germany
d93919c944be9cff128f6c9cb899eacb;HyperPartners;DE-14476;Potsdam;DE;Germany
0ee4fb99ac55ffbbc98795aa01b7f8fa;VisionTransform;DE-59069;Hamm;DE;Germany
002100f778ceb8431b7a1020ff7ab48f;BlueBuilders;DE-39112;Magdeburg;DE;Germany
5bc24d989e71e93c33e50a7782431b0e;TurboConsulting;NL-3311;Dordrecht;NL;Netherlands
45c20d94d9171b0bcfab3c955e47d67b;ProBuilders;DE-34121;Kassel;DE;Germany
4de6e4ba574aa9dfdc824bc44dc47fdd;NovaInnovators;AT-4404;Steyr;AT;Austria
e8dba4d70f7f2b20e775d09cae01142d;SwiftSynergies;DE-14473;Potsdam;DE;Germany
13e85aac53340018b40c2af68001b7e0;ProConcepts;DE-58089;Hagen;DE;Germany
b6dc74ed30f124f95227bed4e43a3bed;UltraFutures;AT-2700;Wiener Neustadt;AT;Austria
48436dade18ac8b2bce089ec2a041202;FutureAI;DE-42655;Solingen;DE;Germany
f5f2ab9bdb6b30c14c61be68c5ed37da;GreenGlobal;DE-66117;Saarbrücken;DE;Germany
ceb7b4fb9401cd378de7886317ad1b47;NovaBlueprints;FR-57000;Metz;FR;France
ea846a0e7ad98a741783e886d89dfa44;TurboGroup;DE-6114;Halle (Saale);DE;Germany
69b5eaa096c3f9d1e5c398c597f567d6;BlueSolutions;DE-46051;Oberhausen;DE;Germany
1554a68530182680ad5c8b042c3ab563;NextGroup;NL-6713;Ede;NL;Netherlands
152ee17e4c8aaf53dac99f3462e4999b;InnovaCreators;CH-3101;Köniz;CH;Switzerland
fac35d150712afb921ec59ac5f39bb11;GenesisDynamics;NL-1811;Alkmaar;NL;Netherlands
04aa0a1c5ce6b222003403a3e11c3cc0;JupiterBuilders;DE-55124;Mainz;DE;Germany
1e47defeeadeca0e9a18fa5a9311e735;CoreGroup;DE-18057;Rostock;DE;Germany
f19516b9ff26bfeb091b30108db4ddbd;QuantumTech;DE-79098;Freiburg im Breisgau;DE;Germany
a21c11ec5c3f03e7cc9f9203bff9e1c6;DataStratagems;DE-59067;Hamm;DE;Germany
52092ddbd3a58c450a4459bf051b2287;JupiterThinkers;DE-46045;Oberhausen;DE;Germany
1a8e2d9c38b84a9702ac7922924b0573;FlareVentures;CH-3099;Köniz;CH;Switzerland
289cdb325fb7e7f891c38608bf9e0962;CoreSolutions;DE-23556;Lübeck;DE;Germany
11305281b50fff20ae8bb473f8e11876;VisionIndustries;NL-8911;Leeuwarden;NL;Netherlands
723a46b89fd5c3ed78ccdf039e33ac63;SynergyInnovations;BE-9121;Beveren;BE;Belgium
bb7ad8a45c027be8ab075b8e465f8ca0;BetaCorp;CH-1700;Fribourg;CH;Switzerland
8a207b6080964f3c1fc9d35bd6096ba4;NeuroPartners;DE-39108;Magdeburg;DE;Germany
fa1c13f2614d7b5c4749cbc52fecda94;QuantumGlobal;DE-6108;Halle (Saale);DE;Germany
164a5a8794e6d42e14f55e447b12a3bc;IgniteSynergies;AT-6900;Bregenz;AT;Austria
fbc14c0cf93505ef89f64665ffa4a7b5;CyberInnovations;DE-58097;Hagen;DE;Germany
e9874ae10b2d60d43917b6bbfa13a599;ProTech;AT-9403;Wolfsberg;AT;Austria
34d1ca11b242c0fee2c834ae8d788566;HyperFutures;NL-3311;Dordrecht;NL;Netherlands
d4ffeb15b67e81ff9af2b4252d99fb7e;BlueWorks;DE-23554;Lübeck;DE;Germany
b5d034ac251546e25afe9067f05c1539;GreenConcepts;DE-6112;Halle (Saale);DE;Germany
8a1ff5c35f6595a73fef4c7b96e4908a;EcoInnovators;AT-4400;Steyr;AT;Austria
7c1fea10b5b006671d608b1d7c446ec4;NeuroGlobal;DE-47799;Krefeld;DE;Germany
99eaacc9e6046db1c82b163c5f84869f;FusionCreators;DE-39108;Magdeburg;DE;Germany
8603f0038fe0e52fedd3382d266723de;StratosCreators;CH-3600;Thun;CH;Switzerland
ab75b89cc49c9ab3160d0c91565a442a;NextGenThinkers;DE-6108;Halle (Saale);DE;Germany
23613d49c3ac2bd302259e55c06c050c;SecureBuilders;DE-66113;Saarbrücken;DE;Germany
93b9a99027bd8bd6af682aff18dd19bf;HyperXGlobal;DE-18057;Rostock;DE;Germany
87b4428a334b8f676fd9a7f3bf544fb5;ProTransform;DE-18069;Rostock;DE;Germany
30829ded4523ab9224b93bc49a62c95f;FlareConsulting;BE-9120;Beveren;BE;Belgium
dcb7367a92f5ffb89f1e2152ed260285;BlueIndustries;DE-47799;Krefeld;DE;Germany
d354c38a7182125a748cb10474fe963b;GreenConsulting;FR-80080;Amiens;FR;France
9996ae921c50e8dff411ac69c0b4bb8b;NeuroThinkers;DE-6116;Halle (Saale);DE;Germany
1ce3ae5a399804d1a87e706f8a813c3e;PrimeCreators;CH-3601;Thun;CH;Switzerland
5f26c1408a65b42a7224cd463bdf3292;OmniGrowth;AT-2703;Wiener Neustadt;AT;Austria
83d458c0d6d4f94295d63f091460bd60;BlueBlueprints;DE-45470;Mülheim an der Ruhr;DE;Germany
ef30892870c278497523264be1be2241;UltraEdge;DE-99087;Erfurt;DE;Germany
ad420dd0c4f92f8af951ac24b86d0cf5;BlueLabs;NL-7813;Emmen;NL;Netherlands
e8b4225284fbb02d16f200513f1f395d;InnovaStratagems;DE-67061;Ludwigshafen am Rhein;DE;Germany
f61c63d13f7cd800549d5acdd390ae72;VisionaryConsulting;DE-51379;Leverkusen;DE;Germany
054694fa03fe82cec4b7551487331d74;BetaStratagems;DE-23554;Lübeck;DE;Germany
7994b065a7ffb14e71c6312cf87b9de2;HyperXHub;CZ-76005;Zlín;CZ;Czechia
a9415cf907dfa12f9ed18693244f5329;AlphaSystems;NL-6713;Ede;NL;Netherlands
c8b0e2b0a7095e5d8219575d5e7e1181;IgnitePartners;DE-45473;Mülheim an der Ruhr;DE;Germany
38102b031c2a15e54623d711bfc753d3;HyperXCreators;PT-4470-003;Maia;PT;Portugal
160e4f13fd3a64b1b86807be88b5ffb0;DynamicSolutionsPro;AT-4400;Steyr;AT;Austria
8ccf3cf69651cc1d8a02c8bfaf3b8568;CoreNetwork;DE-55116;Mainz;DE;Germany
391fc6631aebcf3004804e51b40bcf1e;BlueGlobal;DE-6116;Halle (Saale);DE;Germany
4324dd16853115efb0fd9d0d131ba6f4;CoreData;DE-99087;Erfurt;DE;Germany
d1a1b40ec554c593a1a99366746289dd;CyberBlueprints;AT-2702;Wiener Neustadt;AT;Austria
55a5b51f93f2b70ea513f5a047b0262a;NovaIndustries;NL-8013;Zwolle;NL;Netherlands
8a432f4e5b471f8da497d7dc517666e2;VisionSynergies;DE-47802;Krefeld;DE;Germany
c092292535a57dacd95a8765f5518f87;HyperXIndustries;FR-66300;Perpignan;FR;France
20a8b0dc55da94fe74d112082427c84f;FusionGroup;DE-6108;Halle (Saale);DE;Germany
bfd27a966d91cfaafdb25d076585f0da;HyperEdge;DE-47802;Krefeld;DE;Germany
db7ed69a53aa9fb1c01930ba54a88bbe;FlareIndustries;DE-39110;Magdeburg;DE;Germany
aec99834ab5d38ead22766ada8497e87;ProIndustries;AT-4400;Steyr;AT;Austria
d9d43faf741ceaa8da52fdbb81d9e0e3;InnovaData;DE-58095;Hagen;DE;Germany
96e5dc09087bad639b4ee193104ec2e5;GenesisSystems;FR-80000;Amiens;FR;France
24c1de8d9551c0b4fbc53317d53efda8;CyberGrowth;SK-1001;Žilina;SK;Slovakia
0336182e1b3e92f029d5354832045fdf;VisionaryEdge;DE-6110;Halle (Saale);DE;Germany
2d378dbb39815785238c0139c7647fb7;SecureBlueprints;CH-1703;Fribourg;CH;Switzerland
5996cddab893a4652a15592fb58ab8db;DynamicPioneers;DE-47799;Krefeld;DE;Germany
179d859f51292aac5c10806a356f7af9;VisionLogistics;DE-42657;Solingen;DE;Germany
be3b4b0f050a6aa1b2d901c4b77e979f;TurboLabs;AT-4064;Leonding;AT;Austria
6806dad1da97bfb5a9038eac6881f706;SecureThinkers;AT-2701;Wiener Neustadt;AT;Austria
94231344608e603693b0a8891143f65d;HyperStratagems;DE-49076;Osnabrück;DE;Germany
a435b009cd956ea60748b5cfbddf2e24;HyperXSolutions;DE-39104;Magdeburg;DE;Germany
11938fcc75f6902fea1d0a6f72b54a57;GenesisTech;CH-1703;Fribourg;CH;Switzerland
9b76ad3d04236f76bc71c59470305e13;QuantumLabs;DE-47802;Krefeld;DE;Germany
d7ab82074b5f1dfba46db123df101bff;EliteSolutions;DE-23556;Lübeck;DE;Germany
94d76e96eedd976258cd3278ce56d5f2;AlphaCreators;DE-26127;Oldenburg;DE;Germany
52f976b17ea7f2f087f56dcc419328f6;SwiftEnterprises;AT-6800;Feldkirch;AT;Austria
3586b8580d9c917874e053a1bb37b5ff;QuantumWorks;DE-99084;Erfurt;DE;Germany
52831e5990d0771cb4951d6f12928167;DeepCommerce;DE-6110;Halle (Saale);DE;Germany
4677a5437afda5fa7140b927b07be1cc;EcoPioneers;AT-3404;Klosterneuburg;AT;Austria
e5a3438891c0bfdb9394643f95273d8e;DynamicInnovations;DE-79098;Freiburg im Breisgau;DE;Germany
f9f68daa2af419d38f745478bcb3da1a;DeepInnovations;DE-6116;Halle (Saale);DE;Germany
5058e8c1e82653974541e83690655b4a;NextGenGroup;DE-45473;Mülheim an der Ruhr;DE;Germany
23ff42c4bf1f8f16cddb19d8b972974a;VisionaryFutures;NL-5915;Venlo;NL;Netherlands
76833248bbc0e65a0293ec62023e4396;NextData;DE-46049;Oberhausen;DE;Germany
48e5ee06fb2dc74df1c711a9b6dfac2a;EliteCreators;NL-8011;Zwolle;NL;Netherlands
2cb6eb1b7185064167657fa09f541105;ProWorks;NL-5911;Venlo;NL;Netherlands
0f7eea709efdf942b5f95c7516dbacd7;DynamicSolutions;DE-26127;Oldenburg;DE;Germany
9da1ca0bef29ee170e541927a5aeabdc;AccelCorp;DE-39106;Magdeburg;DE;Germany
6c7d50c24b3ccd2fd83b44d8bb34e073;FlareSynergies;DE-47800;Krefeld;DE;Germany
3faf68a3b0af94b10bac70d86077be49;SmartSolutionsPro;DE-67067;Ludwigshafen am Rhein;DE;Germany
f650a9708fa1bab22bdd8d3a818cc415;CoreSystems;CH-1702;Fribourg;CH;Switzerland
bc503e244f187939d10c92a5c8e378ce;ProNetwork;DE-46047;Oberhausen;DE;Germany
59417c56835dd8e2e72f91f809cd4092;StratosSynergies;DE-79100;Freiburg im Breisgau;DE;Germany
ccada0ef508e698917a6eab263375905;ProCreators;AT-3401;Klosterneuburg;AT;Austria
4bde6149c15cf7e177b36fa060dd6de8;VisionaryWorks;BE-7714;Mouscron;BE;Belgium
fe1bbc5feda5c8979a8a1b3b2512d5a6;TurboSystems;NL-2611;Delft;NL;Netherlands
23a0ffca143a15b9b5bbdb7d552f626a;HyperXPartners;DE-99086;Erfurt;DE;Germany
32b8764b4ef628b53608fc34011fcc13;JupiterPioneers;CH-3600;Thun;CH;Switzerland
2a261b5b644fa05f4f2700eb93544f2c;JupiterPartners;DE-66117;Saarbrücken;DE;Germany
3785b653b1b82de85ab47dd139938091;DynamicLabsX;AT-6904;Bregenz;AT;Austria
f3041c2e75ec683697a6a5ea82192210;TechAI;NL-8013;Zwolle;NL;Netherlands
483ca627d131e18f988349b1655c0acd;JupiterTech;DE-47798;Krefeld;DE;Germany
e81e1f9c3e762e620f3fb60a51499e16;MetaTech;CH-3600;Thun;CH;Switzerland
4170f6a9367e6b5d6401d03ce6d54569;AccelEdge;PL-70-004;Szczecin;PL;Poland
4e480be820e37de1444325ff358c9296;ElitePartners;NL-5915;Venlo;NL;Netherlands
596849622429351f47b32e6cae1055ff;ProGlobal;DE-45473;Mülheim an der Ruhr;DE;Germany
b76f4d90e85657a240495c876313adc5;EliteSynergies;DE-99088;Erfurt;DE;Germany
4c60877808f4318ef1107fbeb8f89afa;NeuroGrowth;DE-23554;Lübeck;DE;Germany
3bb32fedaa74e4ad20f4ce067733bd31;SwiftGroup;CH-3604;Thun;CH;Switzerland
20a7efa9721046319bdde5d60b6b5365;HyperXLabsX;DE-58097;Hagen;DE;Germany
febab0275244b9a49a623f0bd613ca2f;FusionTech;DE-58095;Hagen;DE;Germany
d2f3e277560ed4c6361284429b00f037;GreenTechies;DE-23554;Lübeck;DE;Germany
7dc9a3355bae96dd82008b313d3a456c;IgniteInnovators;NL-8915;Leeuwarden;NL;Netherlands
